,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
1740,1740,0,1,140,80,Saturday,18,0.875
1741,1741,0,2,100,36,Saturday,18,1.389
1742,1742,0,3,140,50,Saturday,18,1.400
1743,1743,1,2,120,68,Saturday,18,0.882
1744,1744,1,7,110,51,Saturday,18,1.078
1745,1745,2,5,50,18,Saturday,18,1.389
1746,1746,3,4,100,40,Saturday,18,1.250
1747,1747,3,10,130,63,Saturday,18,1.032
1748,1748,4,5,80,34,Saturday,18,1.176
1749,1749,4,6,140,80,Saturday,18,0.875
1750,1750,5,8,110,48,Saturday,18,1.146
1751,1751,5,12,110,55,Saturday,18,1.000
1752,1752,6,7,90,37,Saturday,18,1.216
1753,1753,7,9,50,26,Saturday,18,0.962
1754,1754,8,9,120,44,Saturday,18,1.364
1755,1755,9,11,50,16,Saturday,18,1.562
1756,1756,9,13,90,46,Saturday,18,0.978
1757,1757,10,11,110,33,Saturday,18,1.667
1758,1758,10,13,50,16,Saturday,18,1.562
1759,1759,11,12,60,18,Saturday,18,1.667
1760,1760,0,1,60,20,Saturday,20,1.500
1761,1761,0,2,110,16,Saturday,20,3.438
1762,1762,0,3,100,16,Saturday,20,3.125
1763,1763,1,2,140,31,Saturday,20,2.258
1764,1764,1,7,80,14,Saturday,20,2.857
1765,1765,2,5,110,37,Saturday,20,1.486
1766,1766,3,4,80,14,Saturday,20,2.857
1767,1767,3,10,60,22,Saturday,20,1.364
1768,1768,4,5,70,8,Saturday,20,4.375
1769,1769,4,6,100,16,Saturday,20,3.125
1770,1770,5,8,100,31,Saturday,20,1.613
1771,1771,5,12,80,19,Saturday,20,2.105
1772,1772,6,7,90,31,Saturday,20,1.452
1773,1773,7,9,70,10,Saturday,20,3.500
1774,1774,8,9,110,20,Saturday,20,2.750
1775,1775,9,11,50,13,Saturday,20,1.923
1776,1776,9,13,130,27,Saturday,20,2.407
1777,1777,10,11,110,24,Saturday,20,2.292
1778,1778,10,13,100,10,Saturday,20,5.000
1779,1779,11,12,70,26,Saturday,20,1.346
1780,1780,0,1,70,15,Saturday,22,2.333
1781,1781,0,2,100,17,Saturday,22,2.941
1782,1782,0,3,100,22,Saturday,22,2.273
1783,1783,1,2,80,20,Saturday,22,2.000
1784,1784,1,7,90,22,Saturday,22,2.045
1785,1785,2,5,60,21,Saturday,22,1.429
1786,1786,3,4,130,38,Saturday,22,1.711
1787,1787,3,10,80,16,Saturday,22,2.500
1788,1788,4,5,70,16,Saturday,22,2.188
1789,1789,4,6,80,15,Saturday,22,2.667
1790,1790,5,8,50,19,Saturday,22,1.316
1791,1791,5,12,130,27,Saturday,22,2.407
1792,1792,6,7,120,33,Saturday,22,1.818
1793,1793,7,9,100,31,Saturday,22,1.613
1794,1794,8,9,80,15,Saturday,22,2.667
1795,1795,9,11,130,35,Saturday,22,1.857
1796,1796,9,13,70,7,Saturday,22,5.000
1797,1797,10,11,140,24,Saturday,22,2.917
1798,1798,10,13,90,25,Saturday,22,1.800
1799,1799,11,12,80,20,Saturday,22,2.000
1800,1800,0,1,60,11,Saturday,24,2.727
1801,1801,0,2,130,51,Saturday,24,1.275
1802,1802,0,3,100,24,Saturday,24,2.083
1803,1803,1,2,130,37,Saturday,24,1.757
1804,1804,1,7,80,28,Saturday,24,1.429
1805,1805,2,5,60,9,Saturday,24,3.333
1806,1806,3,4,140,25,Saturday,24,2.800
1807,1807,3,10,50,5,Saturday,24,5.000
1808,1808,4,5,110,24,Saturday,24,2.292
1809,1809,4,6,130,20,Saturday,24,3.250
1810,1810,5,8,140,39,Saturday,24,1.795
1811,1811,5,12,130,34,Saturday,24,1.912
1812,1812,6,7,50,17,Saturday,24,1.471
1813,1813,7,9,80,24,Saturday,24,1.667
1814,1814,8,9,110,34,Saturday,24,1.618
1815,1815,9,11,120,21,Saturday,24,2.857
1816,1816,9,13,130,47,Saturday,24,1.383
1817,1817,10,11,130,24,Saturday,24,2.708
1818,1818,10,13,110,24,Saturday,24,2.292
1819,1819,11,12,80,20,Saturday,24,2.000
