,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,Weight
1547,1547,3,10,140,82,Friday,24,0.8540000000000001
1548,1548,4,5,120,91,Friday,24,0.6590999999999999
1549,1549,4,6,100,52,Friday,24,0.962
1550,1550,5,8,60,34,Friday,24,0.8819999999999999
1551,1551,5,12,50,28,Friday,24,0.893
1552,1552,6,7,70,51,Friday,24,0.6859999999999999
1553,1553,7,9,120,72,Friday,24,0.8366
1554,1554,8,9,130,92,Friday,24,0.707
1555,1555,9,11,60,31,Friday,24,0.968
1556,1556,9,13,100,54,Friday,24,0.9259999999999999
1557,1557,10,11,140,91,Friday,24,0.7674000000000001
1558,1558,10,13,60,33,Friday,24,0.9090000000000004
1559,1559,11,12,50,25,Friday,24,1.0
1560,1560,0,1,120,42,Saturday,0,1.4514
1561,1561,0,2,100,18,Saturday,0,2.7779999999999996
1562,1562,0,3,50,14,Saturday,0,1.786
1563,1563,1,2,120,41,Saturday,0,1.4755000000000003
1564,1564,1,7,70,17,Saturday,0,2.0590000000000006
1565,1565,2,5,50,15,Saturday,0,1.6669999999999998
1566,1566,3,4,90,21,Saturday,0,2.1430000000000002
1567,1567,3,10,80,10,Saturday,0,4.0
1568,1568,4,5,140,36,Saturday,0,1.9439999999999995
1569,1569,4,6,130,46,Saturday,0,1.4144999999999999
1570,1570,5,8,100,19,Saturday,0,2.6319999999999992
1571,1571,5,12,60,7,Saturday,0,4.3574
1572,1572,6,7,70,8,Saturday,0,4.375
1573,1573,7,9,110,16,Saturday,0,3.3608
1574,1574,8,9,140,17,Saturday,0,4.118000000000001
1575,1575,9,11,70,14,Saturday,0,2.5
1576,1576,9,13,60,12,Saturday,0,2.5
1577,1577,10,11,100,18,Saturday,0,2.7779999999999996
1578,1578,10,13,100,23,Saturday,0,2.1748
1579,1579,11,12,90,14,Saturday,0,3.2139999999999995
1580,1580,0,1,100,24,Saturday,2,2.0829999999999997
1581,1581,0,2,120,46,Saturday,2,1.3432
1582,1582,0,3,110,28,Saturday,2,1.9573
1583,1583,1,2,50,16,Saturday,2,1.5619999999999998
1584,1584,1,7,110,29,Saturday,2,1.9154
1585,1585,2,5,100,30,Saturday,2,1.6616
1586,1586,3,4,50,17,Saturday,2,1.4709999999999999
1587,1587,3,10,70,20,Saturday,2,1.75
1588,1588,4,5,80,26,Saturday,2,1.538
1589,1589,4,6,140,25,Saturday,2,2.8000000000000003
1590,1590,5,8,70,10,Saturday,2,3.5
1591,1591,5,12,60,15,Saturday,2,2.0
1592,1592,6,7,140,35,Saturday,2,1.9944
1593,1593,7,9,130,23,Saturday,2,2.826
1594,1594,8,9,80,16,Saturday,2,2.4853
1595,1595,9,11,60,18,Saturday,2,1.6669999999999998
1596,1596,9,13,90,21,Saturday,2,2.1430000000000002
1597,1597,10,11,60,21,Saturday,2,1.429
1598,1598,10,13,130,47,Saturday,2,1.3756
1599,1599,11,12,70,11,Saturday,2,3.2138
1600,1600,0,1,120,34,Saturday,4,1.7903000000000002
1601,1601,0,2,120,41,Saturday,4,1.4721
1602,1602,0,3,100,10,Saturday,4,4.8180000000000005
1603,1603,1,2,60,6,Saturday,4,4.9167000000000005
1604,1604,1,7,80,28,Saturday,4,1.429
1605,1605,2,5,110,40,Saturday,4,1.3875
1606,1606,3,4,60,8,Saturday,4,3.75
1607,1607,3,10,90,26,Saturday,4,1.7309999999999999
1608,1608,4,5,140,47,Saturday,4,1.4890000000000003
1609,1609,4,6,90,21,Saturday,4,2.1430000000000002
1610,1610,5,8,70,20,Saturday,4,1.75
1611,1611,5,12,100,39,Saturday,4,1.3035
1612,1612,6,7,140,19,Saturday,4,3.6766999999999994
1613,1613,7,9,100,31,Saturday,4,1.613
1614,1614,8,9,90,34,Saturday,4,1.337
1615,1615,9,11,80,13,Saturday,4,3.0770000000000004
1616,1616,9,13,140,48,Saturday,4,1.4580000000000002
1617,1617,10,11,100,34,Saturday,4,1.4678
1618,1618,10,13,70,17,Saturday,4,2.0590000000000006
1619,1619,11,12,110,13,Saturday,4,4.2008
1620,1620,0,1,100,20,Saturday,6,2.5
1621,1621,0,2,100,37,Saturday,6,1.3588
1622,1622,0,3,140,26,Saturday,6,2.6536
1623,1623,1,2,60,22,Saturday,6,1.3640000000000003
1624,1624,1,7,80,24,Saturday,6,1.6602999999999999
1625,1625,2,5,130,26,Saturday,6,2.5
1626,1626,3,4,140,46,Saturday,6,1.5176
1627,1627,3,10,60,10,Saturday,6,3.0
1628,1628,4,5,140,44,Saturday,6,1.5797999999999996
1629,1629,4,6,50,11,Saturday,6,2.273
1630,1630,5,8,140,19,Saturday,6,3.6489
1631,1631,5,12,130,41,Saturday,6,1.5909
1632,1632,6,7,60,16,Saturday,6,1.875
1633,1633,7,9,140,20,Saturday,6,3.4082
1634,1634,8,9,130,46,Saturday,6,1.4211000000000003
1635,1635,9,11,100,37,Saturday,6,1.3588
1636,1636,9,13,110,39,Saturday,6,1.4137
1637,1637,10,11,50,8,Saturday,6,3.125
1638,1638,10,13,140,22,Saturday,6,3.1970999999999994
1639,1639,11,12,100,26,Saturday,6,1.9307000000000003
1640,1640,0,1,80,20,Saturday,8,2.0
1641,1641,0,2,90,11,Saturday,8,4.0978
1642,1642,0,3,50,7,Saturday,8,3.571
1643,1643,1,2,110,21,Saturday,8,2.6189999999999998
1644,1644,1,7,120,45,Saturday,8,1.3453000000000004
1645,1645,2,5,130,13,Saturday,8,4.8643
1646,1646,3,4,130,47,Saturday,8,1.3745
1647,1647,3,10,60,12,Saturday,8,2.5
1648,1648,4,5,70,27,Saturday,8,1.2959999999999998
1649,1649,4,6,80,27,Saturday,8,1.4809999999999999
1650,1650,5,8,70,16,Saturday,8,2.1879999999999997
1651,1651,5,12,60,16,Saturday,8,1.875
1652,1652,6,7,80,25,Saturday,8,1.6139
1653,1653,7,9,130,37,Saturday,8,1.7526999999999997
1654,1654,8,9,110,31,Saturday,8,1.7841000000000005
1655,1655,9,11,130,38,Saturday,8,1.7345
1656,1656,9,13,50,15,Saturday,8,1.6669999999999998
1657,1657,10,11,110,43,Saturday,8,1.2875
1658,1658,10,13,50,9,Saturday,8,2.7779999999999996
1659,1659,11,12,130,33,Saturday,8,1.9586999999999999
1660,1660,0,1,90,36,Saturday,10,1.25
1661,1661,0,2,120,41,Saturday,10,1.4599000000000004
1662,1662,0,3,50,23,Saturday,10,1.087
1663,1663,1,2,130,69,Saturday,10,0.9434000000000001
1664,1664,1,7,70,22,Saturday,10,1.5909999999999997
1665,1665,2,5,130,44,Saturday,10,1.4688
1666,1666,3,4,80,36,Saturday,10,1.1174000000000002
1667,1667,3,10,100,56,Saturday,10,0.8854
1668,1668,4,5,50,15,Saturday,10,1.6669999999999998
1669,1669,4,6,90,50,Saturday,10,0.8982000000000001
1670,1670,5,8,50,28,Saturday,10,0.8930000000000001
1671,1671,5,12,100,35,Saturday,10,1.429
1672,1672,6,7,50,29,Saturday,10,0.8619999999999999
1673,1673,7,9,70,32,Saturday,10,1.0911
1674,1674,8,9,100,35,Saturday,10,1.429
1675,1675,9,11,70,40,Saturday,10,0.875
1676,1676,9,13,100,50,Saturday,10,1.0
1677,1677,10,11,110,55,Saturday,10,1.0206000000000002
1678,1678,10,13,100,51,Saturday,10,0.9728000000000001
1679,1679,11,12,130,67,Saturday,10,0.9714999999999998
1680,1680,0,1,50,15,Saturday,12,1.6669999999999998
1681,1681,0,2,110,65,Saturday,12,0.8486
1682,1682,0,3,130,47,Saturday,12,1.3890999999999998
1683,1683,1,2,130,68,Saturday,12,0.9559999999999998
1684,1684,1,7,130,54,Saturday,12,1.1974000000000002
1685,1685,2,5,140,44,Saturday,12,1.5717999999999996
1686,1686,3,4,90,41,Saturday,12,1.0979999999999996
1687,1687,3,10,50,17,Saturday,12,1.4709999999999999
1688,1688,4,5,110,45,Saturday,12,1.2219999999999998
1689,1689,4,6,140,68,Saturday,12,1.0308
1690,1690,5,8,90,40,Saturday,12,1.1279
1691,1691,5,12,90,33,Saturday,12,1.3640000000000003
1692,1692,6,7,110,60,Saturday,12,0.9184999999999999
1693,1693,7,9,120,70,Saturday,12,0.8545000000000001
1694,1694,8,9,130,46,Saturday,12,1.4135000000000002
1695,1695,9,11,50,26,Saturday,12,0.962
1696,1696,9,13,70,35,Saturday,12,1.0
1697,1697,10,11,80,24,Saturday,12,1.6669999999999998
1698,1698,10,13,100,54,Saturday,12,0.9244
1699,1699,11,12,100,42,Saturday,12,1.1929999999999998
1700,1700,0,1,50,29,Saturday,14,0.8619999999999999
1701,1701,0,2,70,40,Saturday,14,0.875
1702,1702,0,3,80,41,Saturday,14,0.9759999999999998
1703,1703,1,2,70,30,Saturday,14,1.1632
1704,1704,1,7,120,70,Saturday,14,0.8616000000000001
1705,1705,2,5,50,22,Saturday,14,1.1359999999999997
1706,1706,3,4,100,47,Saturday,14,1.0596
1707,1707,3,10,90,34,Saturday,14,1.3279999999999998
1708,1708,4,5,110,33,Saturday,14,1.6317
1709,1709,4,6,80,32,Saturday,14,1.2462
1710,1710,5,8,70,25,Saturday,14,1.4058
1711,1711,5,12,70,35,Saturday,14,0.9972
1712,1712,6,7,130,55,Saturday,14,1.1842000000000001
1713,1713,7,9,100,34,Saturday,14,1.4667999999999999
1714,1714,8,9,70,37,Saturday,14,0.9485999999999999
1715,1715,9,11,100,38,Saturday,14,1.3194999999999997
1716,1716,9,13,140,67,Saturday,14,1.0436
1717,1717,10,11,140,59,Saturday,14,1.186
1718,1718,10,13,60,18,Saturday,14,1.6669999999999998
1719,1719,11,12,130,68,Saturday,14,0.9574
1720,1720,0,1,100,39,Saturday,16,1.2819999999999998
1721,1721,0,2,70,24,Saturday,16,1.4580000000000002
1722,1722,0,3,90,30,Saturday,16,1.5051999999999999
1723,1723,1,2,60,19,Saturday,16,1.5790000000000002
1724,1724,1,7,60,31,Saturday,16,0.968
1725,1725,2,5,90,49,Saturday,16,0.9199999999999997
1726,1726,3,4,120,71,Saturday,16,0.8462
1727,1727,3,10,130,71,Saturday,16,0.9092
1728,1728,4,5,70,25,Saturday,16,1.4058
1729,1729,4,6,140,55,Saturday,16,1.273
1730,1730,5,8,110,44,Saturday,16,1.253
1731,1731,5,12,110,45,Saturday,16,1.2219999999999998
1732,1732,6,7,110,45,Saturday,16,1.2219999999999998
1733,1733,7,9,70,33,Saturday,16,1.0642999999999998
1734,1734,8,9,90,47,Saturday,16,0.9551000000000001
1735,1735,9,11,80,41,Saturday,16,0.986
1736,1736,9,13,90,37,Saturday,16,1.2159999999999997
1737,1737,10,11,120,62,Saturday,16,0.9696
1738,1738,10,13,60,25,Saturday,16,1.1999999999999997
1739,1739,11,12,50,15,Saturday,16,1.6669999999999998
1740,1740,0,1,110,59,Saturday,18,0.9336000000000002
1741,1741,0,2,60,21,Saturday,18,1.429
1742,1742,0,3,130,48,Saturday,18,1.3539999999999999
1743,1743,1,2,100,37,Saturday,18,1.3509999999999998
1744,1744,1,7,90,45,Saturday,18,1.0046
1745,1745,2,5,50,27,Saturday,18,0.9227000000000001
1746,1746,3,4,140,79,Saturday,18,0.8849
1747,1747,3,10,50,29,Saturday,18,0.8619999999999999
1748,1748,4,5,80,33,Saturday,18,1.212
1749,1749,4,6,90,28,Saturday,18,1.6194999999999997
1750,1750,5,8,90,48,Saturday,18,0.9418
1751,1751,5,12,130,64,Saturday,18,1.016
1752,1752,6,7,100,45,Saturday,18,1.116
1753,1753,7,9,110,50,Saturday,18,1.0999999999999999
1754,1754,8,9,60,28,Saturday,18,1.071
1755,1755,9,11,90,42,Saturday,18,1.071
1756,1756,9,13,100,44,Saturday,18,1.1414
1757,1757,10,11,80,26,Saturday,18,1.5566
1758,1758,10,13,50,17,Saturday,18,1.4709999999999999
1759,1759,11,12,130,39,Saturday,18,1.6324999999999998
1760,1760,0,1,60,18,Saturday,20,1.6669999999999998
1761,1761,0,2,110,14,Saturday,20,3.9289999999999994
1762,1762,0,3,100,24,Saturday,20,2.0704000000000002
1763,1763,1,2,120,40,Saturday,20,1.5088000000000001
1764,1764,1,7,140,42,Saturday,20,1.675
1765,1765,2,5,130,22,Saturday,20,2.9777
1766,1766,3,4,80,29,Saturday,20,1.3897999999999997
1767,1767,3,10,120,34,Saturday,20,1.7748000000000002
1768,1768,4,5,140,53,Saturday,20,1.3262
1769,1769,4,6,110,11,Saturday,20,4.8635
1770,1770,5,8,110,43,Saturday,20,1.2976
1771,1771,5,12,120,27,Saturday,20,2.269
1772,1772,6,7,60,20,Saturday,20,1.5
1773,1773,7,9,110,37,Saturday,20,1.4549000000000003
1774,1774,8,9,120,31,Saturday,20,1.9656000000000002
1775,1775,9,11,50,12,Saturday,20,2.0829999999999997
1776,1776,9,13,70,8,Saturday,20,4.375
1777,1777,10,11,100,37,Saturday,20,1.3564999999999998
1778,1778,10,13,80,10,Saturday,20,4.0
1779,1779,11,12,110,35,Saturday,20,1.5338999999999998
1780,1780,0,1,70,16,Saturday,22,2.1879999999999997
1781,1781,0,2,140,35,Saturday,22,1.9236
1782,1782,0,3,110,40,Saturday,22,1.3658000000000001
1783,1783,1,2,120,21,Saturday,22,2.844
1784,1784,1,7,50,12,Saturday,22,2.0829999999999997
1785,1785,2,5,140,40,Saturday,22,1.7525
1786,1786,3,4,130,45,Saturday,22,1.4319
1787,1787,3,10,50,10,Saturday,22,2.5
1788,1788,4,5,50,18,Saturday,22,1.3889999999999998
1789,1789,4,6,60,10,Saturday,22,3.0
1790,1790,5,8,80,20,Saturday,22,2.0
1791,1791,5,12,140,40,Saturday,22,1.7619
1792,1792,6,7,140,42,Saturday,22,1.671
1793,1793,7,9,80,13,Saturday,22,3.0770000000000004
1794,1794,8,9,140,14,Saturday,22,5.0
1795,1795,9,11,60,6,Saturday,22,4.9286
1796,1796,9,13,60,18,Saturday,22,1.6669999999999998
1797,1797,10,11,120,25,Saturday,22,2.4023999999999996
1798,1798,10,13,60,11,Saturday,22,2.727
1799,1799,11,12,110,36,Saturday,22,1.5082000000000002
1800,1800,0,1,80,12,Saturday,24,3.307399999999999
1801,1801,0,2,70,12,Saturday,24,2.9169999999999994
1802,1802,0,3,140,17,Saturday,24,4.118000000000001
1803,1803,1,2,90,9,Saturday,24,4.8944
1804,1804,1,7,70,27,Saturday,24,1.3093
1805,1805,2,5,80,23,Saturday,24,1.7112000000000003
1806,1806,3,4,130,32,Saturday,24,2.0401
1807,1807,3,10,130,29,Saturday,24,2.1770000000000005
1808,1808,4,5,110,36,Saturday,24,1.5235000000000003
1809,1809,4,6,130,32,Saturday,24,2.0191
1810,1810,5,8,120,34,Saturday,24,1.7799
1811,1811,5,12,70,16,Saturday,24,2.1879999999999997
1812,1812,6,7,100,30,Saturday,24,1.6563999999999997
1813,1813,7,9,90,31,Saturday,24,1.4354
1814,1814,8,9,100,13,Saturday,24,3.8781000000000008
1815,1815,9,11,60,10,Saturday,24,3.0
1816,1816,9,13,140,37,Saturday,24,1.8939999999999997
1817,1817,10,11,80,16,Saturday,24,2.4853
1818,1818,10,13,140,42,Saturday,24,1.671
1819,1819,11,12,80,27,Saturday,24,1.4809999999999999
