,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,Weight
1553,1553,7,9,120,83,Friday,24,0.7247999999999999
1554,1554,8,9,70,35,Friday,24,1.0
1555,1555,9,11,70,51,Friday,24,0.6859999999999999
1556,1556,9,13,110,86,Friday,24,0.6406999999999999
1557,1557,10,11,120,62,Friday,24,0.9696
1558,1558,10,13,60,45,Friday,24,0.6669999999999999
1559,1559,11,12,110,62,Friday,24,0.8870000000000002
1560,1560,0,1,100,19,Saturday,0,2.6319999999999992
1561,1561,0,2,120,24,Saturday,0,2.5228
1562,1562,0,3,80,12,Saturday,0,3.307399999999999
1563,1563,1,2,70,7,Saturday,0,5.0
1564,1564,1,7,60,7,Saturday,0,4.3574
1565,1565,2,5,100,12,Saturday,0,4.2048000000000005
1566,1566,3,4,120,42,Saturday,0,1.4395000000000002
1567,1567,3,10,140,14,Saturday,0,5.0
1568,1568,4,5,70,14,Saturday,0,2.5
1569,1569,4,6,120,18,Saturday,0,3.3329999999999993
1570,1570,5,8,50,6,Saturday,0,4.167000000000001
1571,1571,5,12,100,24,Saturday,0,2.0747
1572,1572,6,7,70,27,Saturday,0,1.2959999999999998
1573,1573,7,9,70,25,Saturday,0,1.4000000000000001
1574,1574,8,9,80,19,Saturday,0,2.105
1575,1575,9,11,50,7,Saturday,0,3.571
1576,1576,9,13,50,14,Saturday,0,1.786
1577,1577,10,11,140,55,Saturday,0,1.2947
1578,1578,10,13,50,16,Saturday,0,1.5619999999999998
1579,1579,11,12,90,21,Saturday,0,2.1430000000000002
1580,1580,0,1,120,34,Saturday,2,1.7903000000000002
1581,1581,0,2,140,52,Saturday,2,1.3487
1582,1582,0,3,80,11,Saturday,2,3.6057
1583,1583,1,2,80,19,Saturday,2,2.105
1584,1584,1,7,130,43,Saturday,2,1.522
1585,1585,2,5,60,22,Saturday,2,1.3640000000000003
1586,1586,3,4,120,29,Saturday,2,2.051799999999999
1587,1587,3,10,60,6,Saturday,2,4.9167000000000005
1588,1588,4,5,100,37,Saturday,2,1.3588
1589,1589,4,6,140,28,Saturday,2,2.4833
1590,1590,5,8,50,18,Saturday,2,1.3889999999999998
1591,1591,5,12,100,15,Saturday,2,3.3329999999999993
1592,1592,6,7,140,35,Saturday,2,1.9944
1593,1593,7,9,120,47,Saturday,2,1.3214
1594,1594,8,9,110,38,Saturday,2,1.4432999999999996
1595,1595,9,11,70,13,Saturday,2,2.6727999999999996
1596,1596,9,13,110,17,Saturday,2,3.2350000000000003
1597,1597,10,11,140,21,Saturday,2,3.3329999999999993
1598,1598,10,13,60,16,Saturday,2,1.875
1599,1599,11,12,50,6,Saturday,2,4.167000000000001
1600,1600,0,1,140,35,Saturday,4,1.9944
1601,1601,0,2,130,37,Saturday,4,1.7482999999999997
1602,1602,0,3,90,21,Saturday,4,2.1430000000000002
1603,1603,1,2,100,21,Saturday,4,2.381
1604,1604,1,7,100,32,Saturday,4,1.5619999999999998
1605,1605,2,5,60,20,Saturday,4,1.5
1606,1606,3,4,90,29,Saturday,4,1.5519999999999998
1607,1607,3,10,60,20,Saturday,4,1.5
1608,1608,4,5,110,18,Saturday,4,3.0739000000000005
1609,1609,4,6,70,20,Saturday,4,1.75
1610,1610,5,8,90,17,Saturday,4,2.7155999999999993
1611,1611,5,12,90,29,Saturday,4,1.5519999999999998
1612,1612,6,7,60,11,Saturday,4,2.727
1613,1613,7,9,70,13,Saturday,4,2.6727999999999996
1614,1614,8,9,110,13,Saturday,4,4.236000000000001
1615,1615,9,11,90,27,Saturday,4,1.661
1616,1616,9,13,120,19,Saturday,4,3.298799999999999
1617,1617,10,11,50,17,Saturday,4,1.4709999999999999
1618,1618,10,13,100,37,Saturday,4,1.3588
1619,1619,11,12,90,25,Saturday,4,1.7931000000000001
1620,1620,0,1,90,15,Saturday,6,3.0332999999999997
1621,1621,0,2,50,15,Saturday,6,1.6669999999999998
1622,1622,0,3,130,22,Saturday,6,2.9549999999999996
1623,1623,1,2,60,14,Saturday,6,2.1287000000000003
1624,1624,1,7,60,19,Saturday,6,1.5790000000000002
1625,1625,2,5,110,34,Saturday,6,1.6576
1626,1626,3,4,110,21,Saturday,6,2.6189999999999998
1627,1627,3,10,110,20,Saturday,6,2.75
1628,1628,4,5,140,52,Saturday,6,1.3541
1629,1629,4,6,50,13,Saturday,6,1.9230000000000005
1630,1630,5,8,140,40,Saturday,6,1.7173000000000003
1631,1631,5,12,130,35,Saturday,6,1.8518999999999999
1632,1632,6,7,70,9,Saturday,6,3.8890000000000002
1633,1633,7,9,60,22,Saturday,6,1.3640000000000003
1634,1634,8,9,120,36,Saturday,6,1.6855999999999998
1635,1635,9,11,130,24,Saturday,6,2.7289000000000003
1636,1636,9,13,50,14,Saturday,6,1.786
1637,1637,10,11,90,9,Saturday,6,4.95
1638,1638,10,13,130,51,Saturday,6,1.294
1639,1639,11,12,90,18,Saturday,6,2.4868
1640,1640,0,1,100,23,Saturday,8,2.1656999999999997
1641,1641,0,2,60,23,Saturday,8,1.304
1642,1642,0,3,140,34,Saturday,8,2.0671
1643,1643,1,2,90,17,Saturday,8,2.7155999999999993
1644,1644,1,7,110,39,Saturday,8,1.4242000000000001
1645,1645,2,5,50,13,Saturday,8,1.9230000000000005
1646,1646,3,4,130,19,Saturday,8,3.4122
1647,1647,3,10,80,8,Saturday,8,4.9444
1648,1648,4,5,70,8,Saturday,8,4.375
1649,1649,4,6,100,25,Saturday,8,2.0
1650,1650,5,8,130,36,Saturday,8,1.8060000000000005
1651,1651,5,12,60,7,Saturday,8,4.3574
1652,1652,6,7,70,9,Saturday,8,3.8890000000000002
1653,1653,7,9,110,37,Saturday,8,1.4748
1654,1654,8,9,80,12,Saturday,8,3.307399999999999
1655,1655,9,11,100,30,Saturday,8,1.6616
1656,1656,9,13,120,22,Saturday,8,2.753
1657,1657,10,11,60,15,Saturday,8,2.0143
1658,1658,10,13,120,27,Saturday,8,2.2399
1659,1659,11,12,100,28,Saturday,8,1.7926000000000002
1660,1660,0,1,130,72,Saturday,10,0.9023
1661,1661,0,2,80,41,Saturday,10,0.9759999999999998
1662,1662,0,3,80,38,Saturday,10,1.0592
1663,1663,1,2,60,24,Saturday,10,1.25
1664,1664,1,7,60,34,Saturday,10,0.8846999999999999
1665,1665,2,5,100,41,Saturday,10,1.223
1666,1666,3,4,60,31,Saturday,10,0.968
1667,1667,3,10,130,57,Saturday,10,1.1381000000000001
1668,1668,4,5,90,51,Saturday,10,0.8819999999999999
1669,1669,4,6,100,51,Saturday,10,0.9702000000000002
1670,1670,5,8,80,46,Saturday,10,0.8680999999999999
1671,1671,5,12,100,47,Saturday,10,1.0596
1672,1672,6,7,110,39,Saturday,10,1.3972
1673,1673,7,9,50,24,Saturday,10,1.042
1674,1674,8,9,100,33,Saturday,10,1.5302000000000002
1675,1675,9,11,50,29,Saturday,10,0.8619999999999999
1676,1676,9,13,100,30,Saturday,10,1.6669999999999998
1677,1677,10,11,60,35,Saturday,10,0.8595
1678,1678,10,13,60,20,Saturday,10,1.5
1679,1679,11,12,130,55,Saturday,10,1.1820000000000002
1680,1680,0,1,60,26,Saturday,12,1.1543
1681,1681,0,2,100,33,Saturday,12,1.5349
1682,1682,0,3,50,19,Saturday,12,1.316
1683,1683,1,2,140,59,Saturday,12,1.186
1684,1684,1,7,50,21,Saturday,12,1.1959999999999997
1685,1685,2,5,120,71,Saturday,12,0.8462
1686,1686,3,4,70,37,Saturday,12,0.9460999999999998
1687,1687,3,10,100,39,Saturday,12,1.2853999999999999
1688,1688,4,5,130,70,Saturday,12,0.9194000000000001
1689,1689,4,6,90,51,Saturday,12,0.8819999999999999
1690,1690,5,8,140,44,Saturday,12,1.5717999999999996
1691,1691,5,12,140,63,Saturday,12,1.1128
1692,1692,6,7,80,25,Saturday,12,1.5880999999999998
1693,1693,7,9,110,57,Saturday,12,0.9683999999999999
1694,1694,8,9,110,48,Saturday,12,1.1436
1695,1695,9,11,110,50,Saturday,12,1.0999999999999999
1696,1696,9,13,110,56,Saturday,12,0.9785999999999999
1697,1697,10,11,140,57,Saturday,12,1.2306000000000001
1698,1698,10,13,60,28,Saturday,12,1.071
1699,1699,11,12,130,66,Saturday,12,0.985
1700,1700,0,1,100,47,Saturday,14,1.0596
1701,1701,0,2,70,41,Saturday,14,0.8561
1702,1702,0,3,140,46,Saturday,14,1.522
1703,1703,1,2,100,48,Saturday,14,1.0398
1704,1704,1,7,100,40,Saturday,14,1.25
1705,1705,2,5,60,25,Saturday,14,1.1953999999999998
1706,1706,3,4,120,69,Saturday,14,0.8747999999999999
1707,1707,3,10,130,75,Saturday,14,0.8694
1708,1708,4,5,80,25,Saturday,14,1.5999999999999999
1709,1709,4,6,60,26,Saturday,14,1.1543
1710,1710,5,8,50,19,Saturday,14,1.316
1711,1711,5,12,130,58,Saturday,14,1.1191000000000002
1712,1712,6,7,60,21,Saturday,14,1.429
1713,1713,7,9,80,34,Saturday,14,1.176
1714,1714,8,9,50,26,Saturday,14,0.962
1715,1715,9,11,60,28,Saturday,14,1.071
1716,1716,9,13,60,32,Saturday,14,0.938
1717,1717,10,11,60,22,Saturday,14,1.3640000000000003
1718,1718,10,13,90,29,Saturday,14,1.5519999999999998
1719,1719,11,12,100,43,Saturday,14,1.1657000000000002
1720,1720,0,1,50,23,Saturday,16,1.087
1721,1721,0,2,90,41,Saturday,16,1.0979999999999996
1722,1722,0,3,90,41,Saturday,16,1.0979999999999996
1723,1723,1,2,50,24,Saturday,16,1.042
1724,1724,1,7,80,47,Saturday,16,0.8704000000000001
1725,1725,2,5,110,63,Saturday,16,0.8759
1726,1726,3,4,50,19,Saturday,16,1.316
1727,1727,3,10,90,47,Saturday,16,0.9551000000000001
1728,1728,4,5,100,31,Saturday,16,1.6183999999999998
1729,1729,4,6,140,46,Saturday,16,1.522
1730,1730,5,8,60,34,Saturday,16,0.8846999999999999
1731,1731,5,12,140,47,Saturday,16,1.4890000000000003
1732,1732,6,7,60,28,Saturday,16,1.071
1733,1733,7,9,90,41,Saturday,16,1.0979999999999996
1734,1734,8,9,60,28,Saturday,16,1.071
1735,1735,9,11,80,34,Saturday,16,1.176
1736,1736,9,13,130,49,Saturday,16,1.327
1737,1737,10,11,60,18,Saturday,16,1.6669999999999998
1738,1738,10,13,50,26,Saturday,16,0.962
1739,1739,11,12,60,27,Saturday,16,1.1110000000000002
1740,1740,0,1,80,34,Saturday,18,1.176
1741,1741,0,2,110,61,Saturday,18,0.9049999999999999
1742,1742,0,3,100,44,Saturday,18,1.1414
1743,1743,1,2,140,83,Saturday,18,0.8536999999999999
1744,1744,1,7,120,48,Saturday,18,1.25
1745,1745,2,5,140,76,Saturday,18,0.9080999999999999
1746,1746,3,4,50,18,Saturday,18,1.3889999999999998
1747,1747,3,10,50,20,Saturday,18,1.25
1748,1748,4,5,100,30,Saturday,18,1.6669999999999998
1749,1749,4,6,130,72,Saturday,18,0.9078000000000002
1750,1750,5,8,140,55,Saturday,18,1.273
1751,1751,5,12,90,44,Saturday,18,1.0206999999999997
1752,1752,6,7,90,45,Saturday,18,1.0046
1753,1753,7,9,100,30,Saturday,18,1.6669999999999998
1754,1754,8,9,60,22,Saturday,18,1.3640000000000003
1755,1755,9,11,60,27,Saturday,18,1.1110000000000002
1756,1756,9,13,100,41,Saturday,18,1.223
1757,1757,10,11,70,30,Saturday,18,1.1594
1758,1758,10,13,130,74,Saturday,18,0.8805
1759,1759,11,12,80,37,Saturday,18,1.0839999999999996
1760,1760,0,1,90,19,Saturday,20,2.3680000000000008
1761,1761,0,2,90,22,Saturday,20,2.0450000000000004
1762,1762,0,3,70,19,Saturday,20,1.8522000000000003
1763,1763,1,2,90,26,Saturday,20,1.7186
1764,1764,1,7,140,41,Saturday,20,1.703
1765,1765,2,5,50,6,Saturday,20,4.250300000000001
1766,1766,3,4,80,10,Saturday,20,4.0
1767,1767,3,10,80,13,Saturday,20,3.0770000000000004
1768,1768,4,5,50,8,Saturday,20,3.125
1769,1769,4,6,110,40,Saturday,20,1.3583
1770,1770,5,8,120,12,Saturday,20,4.9615
1771,1771,5,12,50,13,Saturday,20,1.9230000000000005
1772,1772,6,7,120,37,Saturday,20,1.6293
1773,1773,7,9,140,34,Saturday,20,1.9471000000000003
1774,1774,8,9,70,13,Saturday,20,2.6727999999999996
1775,1775,9,11,70,26,Saturday,20,1.3459999999999999
1776,1776,9,13,140,49,Saturday,20,1.4426999999999999
1777,1777,10,11,130,20,Saturday,20,3.2117999999999993
1778,1778,10,13,50,15,Saturday,20,1.6669999999999998
1779,1779,11,12,100,12,Saturday,20,4.125300000000001
1780,1780,0,1,80,23,Saturday,22,1.7390000000000003
1781,1781,0,2,70,15,Saturday,22,2.3329999999999997
1782,1782,0,3,110,14,Saturday,22,3.9289999999999994
1783,1783,1,2,60,10,Saturday,22,3.0
1784,1784,1,7,80,18,Saturday,22,2.2220000000000004
1785,1785,2,5,100,17,Saturday,22,2.9703999999999997
1786,1786,3,4,130,21,Saturday,22,3.0949999999999998
1787,1787,3,10,130,41,Saturday,22,1.5513000000000001
1788,1788,4,5,70,27,Saturday,22,1.3276
1789,1789,4,6,70,24,Saturday,22,1.4708
1790,1790,5,8,110,27,Saturday,22,2.1413
1791,1791,5,12,60,22,Saturday,22,1.3640000000000003
1792,1792,6,7,120,27,Saturday,22,2.2637
1793,1793,7,9,120,22,Saturday,22,2.753
1794,1794,8,9,70,20,Saturday,22,1.75
1795,1795,9,11,130,31,Saturday,22,2.0904
1796,1796,9,13,80,11,Saturday,22,3.636
1797,1797,10,11,50,15,Saturday,22,1.6669999999999998
1798,1798,10,13,50,11,Saturday,22,2.273
1799,1799,11,12,120,45,Saturday,22,1.3118
1800,1800,0,1,140,50,Saturday,24,1.3821
1801,1801,0,2,90,15,Saturday,24,3.0
1802,1802,0,3,140,55,Saturday,24,1.2731999999999999
1803,1803,1,2,90,10,Saturday,24,4.55
1804,1804,1,7,50,6,Saturday,24,4.250300000000001
1805,1805,2,5,130,19,Saturday,24,3.4122
1806,1806,3,4,130,47,Saturday,24,1.3757000000000001
1807,1807,3,10,120,23,Saturday,24,2.6046
1808,1808,4,5,70,8,Saturday,24,4.375
1809,1809,4,6,70,8,Saturday,24,4.375
1810,1810,5,8,60,8,Saturday,24,3.75
1811,1811,5,12,110,42,Saturday,24,1.3069000000000002
1812,1812,6,7,110,23,Saturday,24,2.392
1813,1813,7,9,60,22,Saturday,24,1.3640000000000003
1814,1814,8,9,70,10,Saturday,24,3.4682000000000004
1815,1815,9,11,120,35,Saturday,24,1.7391
1816,1816,9,13,70,15,Saturday,24,2.3329999999999997
1817,1817,10,11,140,52,Saturday,24,1.3514
1818,1818,10,13,110,22,Saturday,24,2.5
1819,1819,11,12,110,21,Saturday,24,2.6189999999999998
