,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
667,3,10,80,78,Tuesday,14,0.513
668,4,5,90,81,Tuesday,14,0.556
669,4,6,120,95,Tuesday,14,0.632
670,5,8,140,106,Tuesday,14,0.660
671,5,12,140,101,Tuesday,14,0.693
672,6,7,100,87,Tuesday,14,0.575
673,7,9,60,42,Tuesday,14,0.714
674,8,9,120,86,Tuesday,14,0.698
675,9,11,140,129,Tuesday,14,0.543
676,9,13,50,35,Tuesday,14,0.714
677,10,11,140,124,Tuesday,14,0.565
678,10,13,60,55,Tuesday,14,0.545
679,11,12,130,119,Tuesday,14,0.546
680,0,1,140,134,Tuesday,16,0.522
681,0,2,80,73,Tuesday,16,0.548
682,0,3,60,44,Tuesday,16,0.682
683,1,2,140,103,Tuesday,16,0.680
684,1,7,50,36,Tuesday,16,0.694
685,2,5,120,103,Tuesday,16,0.583
686,3,4,130,125,Tuesday,16,0.520
687,3,10,60,50,Tuesday,16,0.600
688,4,5,60,54,Tuesday,16,0.556
689,4,6,90,71,Tuesday,16,0.634
690,5,8,120,103,Tuesday,16,0.583
691,5,12,90,63,Tuesday,16,0.714
692,6,7,100,86,Tuesday,16,0.581
693,7,9,120,113,Tuesday,16,0.531
694,8,9,110,86,Tuesday,16,0.640
695,9,11,80,64,Tuesday,16,0.625
696,9,13,100,89,Tuesday,16,0.562
697,10,11,80,70,Tuesday,16,0.571
698,10,13,60,46,Tuesday,16,0.652
699,11,12,100,72,Tuesday,16,0.694
700,0,1,110,105,Tuesday,18,0.524
701,0,2,140,131,Tuesday,18,0.534
702,0,3,110,88,Tuesday,18,0.625
703,1,2,80,60,Tuesday,18,0.667
704,1,7,120,94,Tuesday,18,0.638
705,2,5,130,119,Tuesday,18,0.546
706,3,4,140,120,Tuesday,18,0.583
707,3,10,50,37,Tuesday,18,0.676
708,4,5,110,94,Tuesday,18,0.585
709,4,6,140,129,Tuesday,18,0.543
710,5,8,130,125,Tuesday,18,0.520
711,5,12,80,73,Tuesday,18,0.548
712,6,7,80,77,Tuesday,18,0.519
713,7,9,70,62,Tuesday,18,0.565
714,8,9,130,107,Tuesday,18,0.607
715,9,11,100,79,Tuesday,18,0.633
716,9,13,140,104,Tuesday,18,0.673
717,10,11,80,64,Tuesday,18,0.625
718,10,13,110,99,Tuesday,18,0.556
719,11,12,130,107,Tuesday,18,0.607
720,0,1,120,65,Tuesday,20,0.923
721,0,2,60,33,Tuesday,20,0.909
722,0,3,100,53,Tuesday,20,0.943
723,1,2,60,39,Tuesday,20,0.769
724,1,7,140,81,Tuesday,20,0.864
725,2,5,50,37,Tuesday,20,0.676
726,3,4,130,89,Tuesday,20,0.730
727,3,10,70,55,Tuesday,20,0.636
728,4,5,100,73,Tuesday,20,0.685
729,4,6,90,48,Tuesday,20,0.938
730,5,8,110,76,Tuesday,20,0.724
731,5,12,60,39,Tuesday,20,0.769
732,6,7,60,39,Tuesday,20,0.769
733,7,9,100,63,Tuesday,20,0.794
734,8,9,110,59,Tuesday,20,0.932
735,9,11,60,39,Tuesday,20,0.769
736,9,13,60,35,Tuesday,20,0.857
737,10,11,50,26,Tuesday,20,0.962
738,10,13,130,91,Tuesday,20,0.714
739,11,12,60,44,Tuesday,20,0.682
740,0,1,110,59,Tuesday,22,0.932
741,0,2,80,53,Tuesday,22,0.755
742,0,3,50,34,Tuesday,22,0.735
743,1,2,130,83,Tuesday,22,0.783
744,1,7,60,46,Tuesday,22,0.652
745,2,5,100,79,Tuesday,22,0.633
746,3,4,100,52,Tuesday,22,0.962
747,3,10,120,84,Tuesday,22,0.714
748,4,5,60,35,Tuesday,22,0.857
749,4,6,80,43,Tuesday,22,0.930
750,5,8,140,104,Tuesday,22,0.673
751,5,12,60,32,Tuesday,22,0.938
752,6,7,130,89,Tuesday,22,0.730
753,7,9,110,62,Tuesday,22,0.887
754,8,9,90,54,Tuesday,22,0.833
755,9,11,130,94,Tuesday,22,0.691
756,9,13,110,57,Tuesday,22,0.965
757,10,11,80,56,Tuesday,22,0.714
758,10,13,70,47,Tuesday,22,0.745
759,11,12,70,41,Tuesday,22,0.854
760,0,1,100,78,Tuesday,24,0.641
761,0,2,130,69,Tuesday,24,0.942
762,0,3,70,44,Tuesday,24,0.795
763,1,2,50,38,Tuesday,24,0.658
764,1,7,120,79,Tuesday,24,0.759
765,2,5,120,95,Tuesday,24,0.632
766,3,4,140,110,Tuesday,24,0.636
767,3,10,130,81,Tuesday,24,0.802
768,4,5,90,50,Tuesday,24,0.900
769,4,6,90,59,Tuesday,24,0.763
770,5,8,120,85,Tuesday,24,0.706
771,5,12,140,76,Tuesday,24,0.921
772,6,7,70,54,Tuesday,24,0.648
773,7,9,80,54,Tuesday,24,0.741
774,8,9,60,44,Tuesday,24,0.682
775,9,11,80,44,Tuesday,24,0.909
776,9,13,80,45,Tuesday,24,0.889
777,10,11,60,44,Tuesday,24,0.682
778,10,13,90,64,Tuesday,24,0.703
779,11,12,120,70,Tuesday,24,0.857
780,0,1,120,66,Wednesday,0,0.909
781,0,2,90,63,Wednesday,0,0.714
782,0,3,90,65,Wednesday,0,0.692
783,1,2,100,72,Wednesday,0,0.694
784,1,7,50,33,Wednesday,0,0.758
785,2,5,130,72,Wednesday,0,0.903
786,3,4,80,40,Wednesday,0,1.000
787,3,10,100,68,Wednesday,0,0.735
788,4,5,140,100,Wednesday,0,0.700
789,4,6,120,93,Wednesday,0,0.645
790,5,8,140,88,Wednesday,0,0.795
791,5,12,140,91,Wednesday,0,0.769
792,6,7,50,39,Wednesday,0,0.641
793,7,9,90,49,Wednesday,0,0.918
794,8,9,130,91,Wednesday,0,0.714
795,9,11,90,58,Wednesday,0,0.776
796,9,13,100,74,Wednesday,0,0.676
797,10,11,70,44,Wednesday,0,0.795
798,10,13,80,63,Wednesday,0,0.635
799,11,12,50,25,Wednesday,0,1.000
800,0,1,120,70,Wednesday,2,0.857
801,0,2,90,58,Wednesday,2,0.776
802,0,3,90,58,Wednesday,2,0.776
803,1,2,140,99,Wednesday,2,0.707
804,1,7,100,79,Wednesday,2,0.633
805,2,5,130,97,Wednesday,2,0.670
806,3,4,100,72,Wednesday,2,0.694
807,3,10,140,70,Wednesday,2,1.000
808,4,5,70,53,Wednesday,2,0.660
809,4,6,120,60,Wednesday,2,1.000
810,5,8,130,95,Wednesday,2,0.684
811,5,12,120,83,Wednesday,2,0.723
812,6,7,50,28,Wednesday,2,0.893
813,7,9,130,65,Wednesday,2,1.000
814,8,9,120,67,Wednesday,2,0.896
815,9,11,80,45,Wednesday,2,0.889
816,9,13,70,51,Wednesday,2,0.686
817,10,11,80,61,Wednesday,2,0.656
818,10,13,110,61,Wednesday,2,0.902
819,11,12,110,81,Wednesday,2,0.679
820,0,1,80,60,Wednesday,4,0.667
821,0,2,90,45,Wednesday,4,1.000
822,0,3,80,61,Wednesday,4,0.656
823,1,2,80,58,Wednesday,4,0.690
824,1,7,60,46,Wednesday,4,0.652
825,2,5,100,63,Wednesday,4,0.794
826,3,4,140,89,Wednesday,4,0.787
827,3,10,80,63,Wednesday,4,0.635
828,4,5,60,41,Wednesday,4,0.732
829,4,6,130,103,Wednesday,4,0.631
830,5,8,130,93,Wednesday,4,0.699
831,5,12,50,39,Wednesday,4,0.641
832,6,7,90,61,Wednesday,4,0.738
833,7,9,50,27,Wednesday,4,0.926
834,8,9,110,58,Wednesday,4,0.948
835,9,11,120,60,Wednesday,4,1.000
836,9,13,80,46,Wednesday,4,0.870
837,10,11,60,35,Wednesday,4,0.857
838,10,13,120,88,Wednesday,4,0.682
839,11,12,120,90,Wednesday,4,0.667
840,0,1,90,61,Wednesday,6,0.738
841,0,2,60,30,Wednesday,6,1.000
842,0,3,140,109,Wednesday,6,0.642
843,1,2,120,73,Wednesday,6,0.822
844,1,7,50,35,Wednesday,6,0.714
845,2,5,120,92,Wednesday,6,0.652
846,3,4,80,42,Wednesday,6,0.952
847,3,10,100,56,Wednesday,6,0.893
848,4,5,60,47,Wednesday,6,0.638
849,4,6,100,78,Wednesday,6,0.641
850,5,8,60,35,Wednesday,6,0.857
851,5,12,80,52,Wednesday,6,0.769
852,6,7,50,25,Wednesday,6,1.000
853,7,9,110,58,Wednesday,6,0.948
854,8,9,90,51,Wednesday,6,0.882
855,9,11,110,80,Wednesday,6,0.688
856,9,13,70,38,Wednesday,6,0.921
857,10,11,110,67,Wednesday,6,0.821
858,10,13,80,44,Wednesday,6,0.909
859,11,12,110,83,Wednesday,6,0.663
860,0,1,70,48,Wednesday,8,0.729
861,0,2,50,29,Wednesday,8,0.862
862,0,3,120,93,Wednesday,8,0.645
863,1,2,80,62,Wednesday,8,0.645
864,1,7,90,69,Wednesday,8,0.652
865,2,5,60,37,Wednesday,8,0.811
866,3,4,110,81,Wednesday,8,0.679
867,3,10,130,93,Wednesday,8,0.699
868,4,5,80,46,Wednesday,8,0.870
869,4,6,100,68,Wednesday,8,0.735
870,5,8,90,67,Wednesday,8,0.672
871,5,12,50,28,Wednesday,8,0.893
872,6,7,130,75,Wednesday,8,0.867
873,7,9,100,70,Wednesday,8,0.714
874,8,9,60,43,Wednesday,8,0.698
875,9,11,100,76,Wednesday,8,0.658
876,9,13,70,55,Wednesday,8,0.636
877,10,11,90,50,Wednesday,8,0.900
878,10,13,50,33,Wednesday,8,0.758
879,11,12,70,48,Wednesday,8,0.729
880,0,1,60,42,Wednesday,10,0.714
881,0,2,130,120,Wednesday,10,0.542
882,0,3,100,93,Wednesday,10,0.538
883,1,2,60,57,Wednesday,10,0.526
884,1,7,70,60,Wednesday,10,0.583
885,2,5,50,35,Wednesday,10,0.714
886,3,4,140,121,Wednesday,10,0.579
887,3,10,120,100,Wednesday,10,0.600
888,4,5,140,126,Wednesday,10,0.556
889,4,6,100,89,Wednesday,10,0.562
890,5,8,130,117,Wednesday,10,0.556
891,5,12,70,61,Wednesday,10,0.574
892,6,7,110,105,Wednesday,10,0.524
893,7,9,50,38,Wednesday,10,0.658
894,8,9,120,102,Wednesday,10,0.588
895,9,11,60,58,Wednesday,10,0.517
896,9,13,60,59,Wednesday,10,0.508
897,10,11,120,98,Wednesday,10,0.612
898,10,13,60,52,Wednesday,10,0.577
899,11,12,60,44,Wednesday,10,0.682
900,0,1,100,83,Wednesday,12,0.602
901,0,2,70,59,Wednesday,12,0.593
902,0,3,100,97,Wednesday,12,0.515
903,1,2,50,39,Wednesday,12,0.641
904,1,7,60,58,Wednesday,12,0.517
905,2,5,60,44,Wednesday,12,0.682
906,3,4,50,42,Wednesday,12,0.595
907,3,10,130,121,Wednesday,12,0.537
908,4,5,80,70,Wednesday,12,0.571
909,4,6,90,67,Wednesday,12,0.672
910,5,8,110,94,Wednesday,12,0.585
911,5,12,140,126,Wednesday,12,0.556
912,6,7,140,102,Wednesday,12,0.686
913,7,9,130,106,Wednesday,12,0.613
914,8,9,90,89,Wednesday,12,0.506
915,9,11,60,51,Wednesday,12,0.588
916,9,13,60,54,Wednesday,12,0.556
917,10,11,90,76,Wednesday,12,0.592
918,10,13,60,47,Wednesday,12,0.638
919,11,12,100,90,Wednesday,12,0.556
920,0,1,110,82,Wednesday,14,0.671
921,0,2,100,97,Wednesday,14,0.515
922,0,3,80,67,Wednesday,14,0.597
923,1,2,60,56,Wednesday,14,0.536
924,1,7,100,73,Wednesday,14,0.685
925,2,5,120,104,Wednesday,14,0.577
926,3,4,50,45,Wednesday,14,0.556
927,3,10,120,87,Wednesday,14,0.690
928,4,5,140,112,Wednesday,14,0.625
929,4,6,90,72,Wednesday,14,0.625
930,5,8,90,77,Wednesday,14,0.584
931,5,12,130,124,Wednesday,14,0.524
932,6,7,100,86,Wednesday,14,0.581
933,7,9,130,96,Wednesday,14,0.677
934,8,9,130,127,Wednesday,14,0.512
935,9,11,120,110,Wednesday,14,0.545
936,9,13,80,75,Wednesday,14,0.533
937,10,11,110,104,Wednesday,14,0.529
938,10,13,60,46,Wednesday,14,0.652
939,11,12,60,56,Wednesday,14,0.536
940,0,1,100,98,Wednesday,16,0.510
941,0,2,50,39,Wednesday,16,0.641
942,0,3,100,83,Wednesday,16,0.602
943,1,2,140,135,Wednesday,16,0.519
944,1,7,60,47,Wednesday,16,0.638
945,2,5,50,42,Wednesday,16,0.595
946,3,4,70,58,Wednesday,16,0.603
947,3,10,50,44,Wednesday,16,0.568
948,4,5,60,43,Wednesday,16,0.698
949,4,6,60,44,Wednesday,16,0.682
950,5,8,90,83,Wednesday,16,0.542
951,5,12,90,72,Wednesday,16,0.625
952,6,7,110,91,Wednesday,16,0.604
953,7,9,50,41,Wednesday,16,0.610
954,8,9,120,102,Wednesday,16,0.588
955,9,11,70,59,Wednesday,16,0.593
956,9,13,130,123,Wednesday,16,0.528
957,10,11,140,123,Wednesday,16,0.569
958,10,13,120,113,Wednesday,16,0.531
959,11,12,50,37,Wednesday,16,0.676
960,0,1,100,85,Wednesday,18,0.588
961,0,2,100,97,Wednesday,18,0.515
962,0,3,140,103,Wednesday,18,0.680
963,1,2,60,56,Wednesday,18,0.536
964,1,7,90,74,Wednesday,18,0.608
965,2,5,100,90,Wednesday,18,0.556
966,3,4,60,54,Wednesday,18,0.556
967,3,10,110,105,Wednesday,18,0.524
968,4,5,90,67,Wednesday,18,0.672
969,4,6,70,66,Wednesday,18,0.530
970,5,8,120,106,Wednesday,18,0.566
971,5,12,90,68,Wednesday,18,0.662
972,6,7,70,62,Wednesday,18,0.565
973,7,9,50,49,Wednesday,18,0.510
974,8,9,110,97,Wednesday,18,0.567
975,9,11,90,69,Wednesday,18,0.652
976,9,13,140,107,Wednesday,18,0.654
977,10,11,110,106,Wednesday,18,0.519
978,10,13,60,51,Wednesday,18,0.588
979,11,12,110,79,Wednesday,18,0.696
980,0,1,80,46,Wednesday,20,0.870
981,0,2,110,70,Wednesday,20,0.786
982,0,3,120,92,Wednesday,20,0.652
983,1,2,50,39,Wednesday,20,0.641
984,1,7,60,47,Wednesday,20,0.638
985,2,5,90,48,Wednesday,20,0.938
986,3,4,100,60,Wednesday,20,0.833
987,3,10,140,92,Wednesday,20,0.761
988,4,5,70,35,Wednesday,20,1.000
989,4,6,50,28,Wednesday,20,0.893
990,5,8,120,62,Wednesday,20,0.968
991,5,12,90,60,Wednesday,20,0.750
992,6,7,130,78,Wednesday,20,0.833
993,7,9,50,39,Wednesday,20,0.641
994,8,9,80,50,Wednesday,20,0.800
995,9,11,100,57,Wednesday,20,0.877
996,9,13,100,64,Wednesday,20,0.781
997,10,11,50,25,Wednesday,20,1.000
998,10,13,60,36,Wednesday,20,0.833
999,11,12,60,39,Wednesday,20,0.769
1000,0,1,60,37,Wednesday,22,0.811
1001,0,2,60,33,Wednesday,22,0.909
1002,0,3,140,92,Wednesday,22,0.761
1003,1,2,100,58,Wednesday,22,0.862
1004,1,7,110,65,Wednesday,22,0.846
1005,2,5,90,54,Wednesday,22,0.833
1006,3,4,60,42,Wednesday,22,0.714
1007,3,10,70,42,Wednesday,22,0.833
1008,4,5,120,60,Wednesday,22,1.000
1009,4,6,90,60,Wednesday,22,0.750
1010,5,8,80,41,Wednesday,22,0.976
1011,5,12,130,78,Wednesday,22,0.833
1012,6,7,110,61,Wednesday,22,0.902
1013,7,9,90,60,Wednesday,22,0.750
1014,8,9,50,36,Wednesday,22,0.694
1015,9,11,90,45,Wednesday,22,1.000
1016,9,13,120,69,Wednesday,22,0.870
1017,10,11,60,32,Wednesday,22,0.938
1018,10,13,80,50,Wednesday,22,0.800
1019,11,12,100,57,Wednesday,22,0.877
1020,0,1,140,101,Wednesday,24,0.693
1021,0,2,50,38,Wednesday,24,0.658
1022,0,3,50,34,Wednesday,24,0.735
1023,1,2,100,66,Wednesday,24,0.758
1024,1,7,110,77,Wednesday,24,0.714
1025,2,5,100,58,Wednesday,24,0.862
1026,3,4,80,58,Wednesday,24,0.690
1027,3,10,90,59,Wednesday,24,0.763
1028,4,5,70,35,Wednesday,24,1.000
1029,4,6,140,107,Wednesday,24,0.654
1030,5,8,80,47,Wednesday,24,0.851
1031,5,12,50,34,Wednesday,24,0.735
1032,6,7,90,47,Wednesday,24,0.957
1033,7,9,80,47,Wednesday,24,0.851
1034,8,9,80,52,Wednesday,24,0.769
1035,9,11,140,83,Wednesday,24,0.843
1036,9,13,90,71,Wednesday,24,0.634
1037,10,11,70,41,Wednesday,24,0.854
1038,10,13,70,38,Wednesday,24,0.921
1039,11,12,140,107,Wednesday,24,0.654
1040,0,1,140,108,Thrusday,0,0.648
1041,0,2,120,74,Thrusday,0,0.811
1042,0,3,120,79,Thrusday,0,0.759
1043,1,2,90,47,Thrusday,0,0.957
1044,1,7,140,81,Thrusday,0,0.864
1045,2,5,140,99,Thrusday,0,0.707
1046,3,4,130,71,Thrusday,0,0.915
1047,3,10,100,68,Thrusday,0,0.735
1048,4,5,120,93,Thrusday,0,0.645
1049,4,6,50,29,Thrusday,0,0.862
1050,5,8,50,33,Thrusday,0,0.758
1051,5,12,70,54,Thrusday,0,0.648
1052,6,7,70,55,Thrusday,0,0.636
1053,7,9,90,57,Thrusday,0,0.789
1054,8,9,90,71,Thrusday,0,0.634
1055,9,11,120,81,Thrusday,0,0.741
1056,9,13,70,41,Thrusday,0,0.854
1057,10,11,120,95,Thrusday,0,0.632
1058,10,13,130,77,Thrusday,0,0.844
1059,11,12,60,30,Thrusday,0,1.000
1060,0,1,120,71,Thrusday,2,0.845
1061,0,2,90,62,Thrusday,2,0.726
1062,0,3,50,28,Thrusday,2,0.893
1063,1,2,90,67,Thrusday,2,0.672
1064,1,7,70,43,Thrusday,2,0.814
1065,2,5,110,72,Thrusday,2,0.764
1066,3,4,60,41,Thrusday,2,0.732
1067,3,10,90,67,Thrusday,2,0.672
1068,4,5,60,37,Thrusday,2,0.811
1069,4,6,50,34,Thrusday,2,0.735
1070,5,8,80,48,Thrusday,2,0.833
1071,5,12,110,83,Thrusday,2,0.663
1072,6,7,90,47,Thrusday,2,0.957
1073,7,9,120,85,Thrusday,2,0.706
1074,8,9,120,69,Thrusday,2,0.870
1075,9,11,110,85,Thrusday,2,0.647
1076,9,13,130,68,Thrusday,2,0.956
1077,10,11,110,57,Thrusday,2,0.965
1078,10,13,80,56,Thrusday,2,0.714
1079,11,12,90,55,Thrusday,2,0.818
1080,0,1,130,76,Thrusday,4,0.855
1081,0,2,100,63,Thrusday,4,0.794
1082,0,3,140,109,Thrusday,4,0.642
1083,1,2,70,47,Thrusday,4,0.745
1084,1,7,80,58,Thrusday,4,0.690
1085,2,5,140,109,Thrusday,4,0.642
1086,3,4,50,29,Thrusday,4,0.862
1087,3,10,80,53,Thrusday,4,0.755
1088,4,5,120,90,Thrusday,4,0.667
1089,4,6,130,76,Thrusday,4,0.855
1090,5,8,120,90,Thrusday,4,0.667
1091,5,12,120,88,Thrusday,4,0.682
1092,6,7,140,85,Thrusday,4,0.824
1093,7,9,80,50,Thrusday,4,0.800
1094,8,9,80,44,Thrusday,4,0.909
1095,9,11,60,33,Thrusday,4,0.909
1096,9,13,120,89,Thrusday,4,0.674
1097,10,11,130,65,Thrusday,4,1.000
1098,10,13,70,35,Thrusday,4,1.000
1099,11,12,120,68,Thrusday,4,0.882
1100,0,1,60,31,Thrusday,6,0.968
1101,0,2,60,43,Thrusday,6,0.698
1102,0,3,120,71,Thrusday,6,0.845
1103,1,2,60,30,Thrusday,6,1.000
1104,1,7,100,75,Thrusday,6,0.667
1105,2,5,110,76,Thrusday,6,0.724
1106,3,4,80,45,Thrusday,6,0.889
1107,3,10,120,92,Thrusday,6,0.652
1108,4,5,120,95,Thrusday,6,0.632
1109,4,6,100,51,Thrusday,6,0.980
1110,5,8,140,90,Thrusday,6,0.778
1111,5,12,50,32,Thrusday,6,0.781
1112,6,7,50,28,Thrusday,6,0.893
1113,7,9,80,57,Thrusday,6,0.702
1114,8,9,90,53,Thrusday,6,0.849
1115,9,11,90,52,Thrusday,6,0.865
1116,9,13,80,54,Thrusday,6,0.741
1117,10,11,60,45,Thrusday,6,0.667
1118,10,13,120,74,Thrusday,6,0.811
1119,11,12,100,63,Thrusday,6,0.794
1120,0,1,90,51,Thrusday,8,0.882
1121,0,2,100,63,Thrusday,8,0.794
1122,0,3,50,30,Thrusday,8,0.833
1123,1,2,60,34,Thrusday,8,0.882
1124,1,7,80,50,Thrusday,8,0.800
1125,2,5,90,69,Thrusday,8,0.652
1126,3,4,80,51,Thrusday,8,0.784
1127,3,10,80,49,Thrusday,8,0.816
1128,4,5,60,47,Thrusday,8,0.638
1129,4,6,120,76,Thrusday,8,0.789
1130,5,8,60,47,Thrusday,8,0.638
1131,5,12,130,82,Thrusday,8,0.793
1132,6,7,50,27,Thrusday,8,0.926
1133,7,9,60,33,Thrusday,8,0.909
1134,8,9,120,79,Thrusday,8,0.759
1135,9,11,70,52,Thrusday,8,0.673
1136,9,13,80,50,Thrusday,8,0.800
1137,10,11,100,55,Thrusday,8,0.909
1138,10,13,50,31,Thrusday,8,0.806
1139,11,12,110,79,Thrusday,8,0.696
1140,0,1,50,36,Thrusday,10,0.694
1141,0,2,90,89,Thrusday,10,0.506
1142,0,3,130,116,Thrusday,10,0.560
1143,1,2,60,45,Thrusday,10,0.667
1144,1,7,50,40,Thrusday,10,0.625
1145,2,5,90,80,Thrusday,10,0.562
1146,3,4,120,92,Thrusday,10,0.652
1147,3,10,70,60,Thrusday,10,0.583
1148,4,5,130,110,Thrusday,10,0.591
1149,4,6,90,65,Thrusday,10,0.692
1150,5,8,110,104,Thrusday,10,0.529
1151,5,12,130,91,Thrusday,10,0.714
1152,6,7,120,114,Thrusday,10,0.526
1153,7,9,90,86,Thrusday,10,0.523
1154,8,9,120,90,Thrusday,10,0.667
1155,9,11,90,79,Thrusday,10,0.570
1156,9,13,60,49,Thrusday,10,0.612
1157,10,11,110,84,Thrusday,10,0.655
1158,10,13,60,49,Thrusday,10,0.612
1159,11,12,130,115,Thrusday,10,0.565
1160,0,1,130,103,Thrusday,12,0.631
1161,0,2,120,117,Thrusday,12,0.513
1162,0,3,130,114,Thrusday,12,0.570
1163,1,2,80,60,Thrusday,12,0.667
1164,1,7,50,35,Thrusday,12,0.714
1165,2,5,60,54,Thrusday,12,0.556
1166,3,4,110,77,Thrusday,12,0.714
1167,3,10,120,105,Thrusday,12,0.571
1168,4,5,130,105,Thrusday,12,0.619
1169,4,6,100,98,Thrusday,12,0.510
1170,5,8,120,100,Thrusday,12,0.600
1171,5,12,80,63,Thrusday,12,0.635
1172,6,7,120,114,Thrusday,12,0.526
1173,7,9,90,65,Thrusday,12,0.692
1174,8,9,90,65,Thrusday,12,0.692
1175,9,11,140,135,Thrusday,12,0.519
1176,9,13,130,109,Thrusday,12,0.596
1177,10,11,110,79,Thrusday,12,0.696
1178,10,13,120,87,Thrusday,12,0.690
1179,11,12,70,50,Thrusday,12,0.700
1180,0,1,80,69,Thrusday,14,0.580
1181,0,2,130,128,Thrusday,14,0.508
1182,0,3,70,55,Thrusday,14,0.636
1183,1,2,100,77,Thrusday,14,0.649
1184,1,7,60,58,Thrusday,14,0.517
1185,2,5,110,88,Thrusday,14,0.625
1186,3,4,80,70,Thrusday,14,0.571
1187,3,10,120,92,Thrusday,14,0.652
1188,4,5,120,94,Thrusday,14,0.638
1189,4,6,100,85,Thrusday,14,0.588
1190,5,8,60,56,Thrusday,14,0.536
1191,5,12,90,65,Thrusday,14,0.692
1192,6,7,120,104,Thrusday,14,0.577
1193,7,9,100,96,Thrusday,14,0.521
1194,8,9,140,113,Thrusday,14,0.619
1195,9,11,60,58,Thrusday,14,0.517
1196,9,13,90,84,Thrusday,14,0.536
1197,10,11,100,99,Thrusday,14,0.505
1198,10,13,90,84,Thrusday,14,0.536
1199,11,12,130,93,Thrusday,14,0.699
1200,0,1,100,81,Thrusday,16,0.617
1201,0,2,100,95,Thrusday,16,0.526
1202,0,3,70,56,Thrusday,16,0.625
1203,1,2,110,103,Thrusday,16,0.534
1204,1,7,100,89,Thrusday,16,0.562
1205,2,5,90,76,Thrusday,16,0.592
1206,3,4,110,91,Thrusday,16,0.604
1207,3,10,140,109,Thrusday,16,0.642
1208,4,5,50,40,Thrusday,16,0.625
1209,4,6,50,36,Thrusday,16,0.694
1210,5,8,80,79,Thrusday,16,0.506
1211,5,12,110,107,Thrusday,16,0.514
1212,6,7,60,55,Thrusday,16,0.545
1213,7,9,80,67,Thrusday,16,0.597
1214,8,9,80,68,Thrusday,16,0.588
1215,9,11,60,43,Thrusday,16,0.698
1216,9,13,110,97,Thrusday,16,0.567
1217,10,11,80,67,Thrusday,16,0.597
1218,10,13,70,62,Thrusday,16,0.565
1219,11,12,100,78,Thrusday,16,0.641
1220,0,1,90,78,Thrusday,18,0.577
1221,0,2,100,75,Thrusday,18,0.667
1222,0,3,80,57,Thrusday,18,0.702
1223,1,2,120,104,Thrusday,18,0.577
1224,1,7,80,58,Thrusday,18,0.690
1225,2,5,120,106,Thrusday,18,0.566
1226,3,4,90,65,Thrusday,18,0.692
1227,3,10,90,67,Thrusday,18,0.672
1228,4,5,140,119,Thrusday,18,0.588
1229,4,6,130,122,Thrusday,18,0.533
1230,5,8,70,64,Thrusday,18,0.547
1231,5,12,80,68,Thrusday,18,0.588
1232,6,7,120,101,Thrusday,18,0.594
1233,7,9,140,135,Thrusday,18,0.519
1234,8,9,50,47,Thrusday,18,0.532
1235,9,11,140,110,Thrusday,18,0.636
1236,9,13,60,55,Thrusday,18,0.545
1237,10,11,70,65,Thrusday,18,0.538
1238,10,13,50,46,Thrusday,18,0.543
1239,11,12,140,119,Thrusday,18,0.588
1240,0,1,90,69,Thrusday,20,0.652
1241,0,2,50,38,Thrusday,20,0.658
1242,0,3,50,38,Thrusday,20,0.658
1243,1,2,130,87,Thrusday,20,0.747
1244,1,7,110,62,Thrusday,20,0.887
1245,2,5,130,79,Thrusday,20,0.823
1246,3,4,70,53,Thrusday,20,0.660
1247,3,10,100,59,Thrusday,20,0.847
1248,4,5,80,59,Thrusday,20,0.678
1249,4,6,110,65,Thrusday,20,0.846
1250,5,8,70,54,Thrusday,20,0.648
1251,5,12,120,78,Thrusday,20,0.769
1252,6,7,140,95,Thrusday,20,0.737
1253,7,9,120,80,Thrusday,20,0.750
1254,8,9,90,55,Thrusday,20,0.818
1255,9,11,100,51,Thrusday,20,0.980
1256,9,13,90,66,Thrusday,20,0.682
1257,10,11,110,85,Thrusday,20,0.647
1258,10,13,140,105,Thrusday,20,0.667
1259,11,12,80,48,Thrusday,20,0.833
1260,0,1,60,33,Thrusday,22,0.909
1261,0,2,60,33,Thrusday,22,0.909
1262,0,3,140,96,Thrusday,22,0.729
1263,1,2,140,76,Thrusday,22,0.921
1264,1,7,100,54,Thrusday,22,0.926
1265,2,5,120,86,Thrusday,22,0.698
1266,3,4,50,32,Thrusday,22,0.781
1267,3,10,140,93,Thrusday,22,0.753
1268,4,5,100,74,Thrusday,22,0.676
1269,4,6,140,86,Thrusday,22,0.814
1270,5,8,60,46,Thrusday,22,0.652
1271,5,12,130,77,Thrusday,22,0.844
1272,6,7,140,106,Thrusday,22,0.660
1273,7,9,60,45,Thrusday,22,0.667
1274,8,9,70,37,Thrusday,22,0.946
1275,9,11,100,59,Thrusday,22,0.847
1276,9,13,70,55,Thrusday,22,0.636
1277,10,11,140,84,Thrusday,22,0.833
1278,10,13,50,31,Thrusday,22,0.806
1279,11,12,60,34,Thrusday,22,0.882
1280,0,1,120,64,Thrusday,24,0.938
1281,0,2,80,61,Thrusday,24,0.656
1282,0,3,120,64,Thrusday,24,0.938
1283,1,2,90,68,Thrusday,24,0.662
1284,1,7,50,26,Thrusday,24,0.962
1285,2,5,140,103,Thrusday,24,0.680
1286,3,4,80,58,Thrusday,24,0.690
